fid,batiment_c,batiment_g,code_depar,code_iris,code_commu,s_geom_cst,hauteur,altitude_s,fictive_ge
16155,BATIMENT0000000240757701-1,75111000AH0036_85ec595606354e7,"75","751114111","75056","865",13.400000000000000,51.700000000000003,"0"
16156,BATIMENT0000000240757706-1,75111000AH0037_01bb6ed7c1e6683,"75","751114111","75056","164",19.399999999999999,52.000000000000000,"0"
16157,BATIMENT0000000240758843-2,75111000AK0073_89cf690be9fcf6a,"75","751114102","75056","619",11.199999999999999,44.600000000000001,"0"
16158,BATIMENT0000000240757703-2,75111000AH0041_ce03a20458465aa,"75","751114111","75056","175",15.900000000000000,52.000000000000000,"0"
16159,BATIMENT0000000240757797-4,75111000AK0075_d1a1870b61df52f,"75","751114102","75056","260",19.500000000000000,44.600000000000001,"0"
16160,BATIMENT0000000240757699-3,75111000AH0042_a4c5bfe9a36ced6,"75","751114111","75056","127",16.600000000000001,52.000000000000000,"0"
16161,BATIMENT0000000240757856-1,75111000AL0003_515a95d3e62d93e,"75","751114109","75056","111",14.800000000000001,42.399999999999999,"0"
16162,BATIMENT0000000240757854-3,75111000AL0004_f70bc1dff3adaca,"75","751114109","75056","55",11.600000000000000,42.399999999999999,"0"
16163,BATIMENT0000000240758844-3,75111000AK0077_ce28fd8d636e9a7,"75","751114102","75056","280",12.400000000000000,44.600000000000001,"0"
16164,BATIMENT0000000240757855-1,75111000AL0006_8987f578814866f,"75","751114109","75056","109",16.699999999999999,42.600000000000001,"0"
16165,BATIMENT0000000240757857-3,75111000AL0007_f50ef535d50b86a,"75","751114109","75056","99",17.199999999999999,42.399999999999999,"0"
16166,BATIMENT0000000240757804-7,75111000AK0078_92c040d34b5f8e2,"75","751114102","75056","1252",10.600000000000000,44.600000000000001,"0"
16167,BATIMENT0000000240757860-2,75111000AL0008_b896289abcc62d9,"75","751114109","75056","116",17.100000000000001,42.299999999999997,"0"
16168,BATIMENT0000000240757859-3,75111000AL0009_2cce054097b016a,"75","751114109","75056","124",16.699999999999999,42.500000000000000,"0"
16169,BATIMENT0000000240757885-2,75111000AL0063_9a61e69ed57748e,"75","751114103","75056","234",20.800000000000001,41.600000000000001,"0"
16170,BATIMENT0000000240757861-3,75111000AL0011_f74c76bda10759e,"75","751114109","75056","129",17.100000000000001,42.299999999999997,"0"
16171,BATIMENT0000000240757865-2,75111000AL0012_27e99a960e821ef,"75","751114109","75056","99",17.199999999999999,42.399999999999999,"0"
16172,BATIMENT0000000240757864-4,75111000AL0013_3cdaa65401531f9,"75","751114109","75056","106",17.500000000000000,42.399999999999999,"0"
16173,BATIMENT0000000240757866-3,75111000AL0014_77a8e2a136894e4,"75","751114109","75056","313",17.399999999999999,42.399999999999999,"0"
16174,BATIMENT0000000240757869-2,75111000AL0017_ce439a0109736c1,"75","751114109","75056","250",18.300000000000001,42.399999999999999,"0"
16175,BATIMENT0000000240757553-1,75111000AL0036_cbca52791bf3366,"75","751114103","75056","316",15.699999999999999,42.899999999999999,"0"
16176,BATIMENT0000000240757551-3,75111000AL0037_0573a63d2691613,"75","751114103","75056","385",13.300000000000001,42.899999999999999,"0"
16177,BATIMENT0000000240757552-3,75111000AL0038_04be5cac999ed7c,"75","751114103","75056","313",10.800000000000001,42.899999999999999,"0"
16178,BATIMENT0000000240757541-2,75111000AL0043_1bef1f2218d0bcc,"75","751114103","75056","387",14.800000000000001,42.899999999999999,"0"
16179,BATIMENT0000000240757556-1,75111000AL0045_8fd304f59f7a329,"75","751114103","75056","142",11.699999999999999,42.899999999999999,"0"
16180,BATIMENT0000000240757555-2,75111000AL0046_d25e58dd47df548,"75","751114103","75056","134",7.500000000000000,42.700000000000003,"0"
16181,BATIMENT0000000240757565-1,75111000AL0019_4ab83a9e12cf001,"75","751114103","75056","220",13.300000000000001,42.899999999999999,"0"
16182,BATIMENT0000000240757562-2,75111000AL0030_5f27e9f8409a737,"75","751114103","75056","569",12.600000000000000,42.899999999999999,"0"
16183,BATIMENT0000000240757539-5,75111000AL0047_c8dc133f517f9f8,"75","751114103","75056","282",14.400000000000000,42.899999999999999,"0"
16184,BATIMENT0000000240757542-2,75111000AL0050_d355e4ba6b45910,"75","751114103","75056","151",20.000000000000000,42.899999999999999,"0"
16185,BATIMENT0000000240757545-4,75111000AL0065_2afa93b2259f20b,"75","751114103","75056","568",12.800000000000001,42.899999999999999,"0"
16186,BATIMENT0000000240754527-2,75111000AM0041_149af57f7eeaee8,"75","751114104","75056","464",20.100000000000001,40.899999999999999,"0"
16187,BATIMENT0000000240756183-2,75111000AL0052_cb694909b54056d,"75","751114103","75056","831",10.800000000000001,42.899999999999999,"0"
16188,BATIMENT0000000240756185-3,75111000AL0056_2ba17460e5b4a99,"75","751114103","75056","147",24.100000000000001,42.899999999999999,"0"
16189,BATIMENT0000000240754885-1,75111000AM0001_3613956f87e94d3,"75","751114104","75056","193",21.100000000000001,37.000000000000000,"0"
16190,BATIMENT0000000240757884-1,75111000AL0058_6e6ae928fc14dcb,"75","751114103","75056","216",20.600000000000001,43.100000000000001,"0"
16191,BATIMENT0000000240754878-1,75111000AM0003_ef34f80d3d92ce1,"75","751114108","75056","156",22.100000000000001,39.000000000000000,"0"
16192,BATIMENT0000000240757882-2,75111000AL0062_3c0b5d27a4b6d43,"75","751114103","75056","151",20.800000000000001,41.600000000000001,"0"
16193,BATIMENT0000000245187562-2,75111000AN0014_8fc62f820cfcec6,"75","751114106","75056","263",18.500000000000000,35.500000000000000,"0"
16194,BATIMENT0000000240757447-1,75111000AM0016_916cf3321ca2d03,"75","751114108","75056","234",22.199999999999999,40.000000000000000,"0"
16195,BATIMENT0000000240754882-2,75111000AM0006_34006ed107f37e0,"75","751114108","75056","192",25.199999999999999,39.000000000000000,"0"
16196,BATIMENT0000000240754827-2,75111000AM0024_bd48e39ccf5fe9f,"75","751114108","75056","211",23.600000000000001,40.000000000000000,"0"
16197,BATIMENT0000000240754881-2,75111000AM0007_f8426c0b0460da4,"75","751114108","75056","176",21.000000000000000,39.000000000000000,"0"
16198,BATIMENT0000000240754826-3,75111000AM0025_ec97b83e6e5ff0f,"75","751114108","75056","825",24.199999999999999,40.000000000000000,"0"
16199,BATIMENT0000000240754552-1,75111000AM0067_9ade84e8981f7f2,"75","751114104","75056","433",9.900000000000000,38.799999999999997,"0"
16200,BATIMENT0000000240757449-2,75111000AM0030_b57b8efd8e32fd4,"75","751114108","75056","1056",22.899999999999999,40.000000000000000,"0"
16201,BATIMENT0000000240755691-1,75111000AM0031_ab3cffe74d1bec0,"75","751114104","75056","367",22.100000000000001,41.200000000000003,"0"
16202,BATIMENT0000000240754653-1,75111000AM0044_939c7a32f99e763,"75","751114104","75056","168",22.100000000000001,38.600000000000001,"0"
16203,BATIMENT0000000240754656-1,75111000AM0046_e2bba06a107d423,"75","751114104","75056","156",17.199999999999999,38.899999999999999,"0"
16204,BATIMENT0000000240754526-2,75111000AM0039_47a945440c20fda,"75","751114104","75056","120",17.300000000000001,40.899999999999999,"0"
16205,BATIMENT0000000240754525-2,75111000AM0040_466bcc338b8d497,"75","751114104","75056","121",19.500000000000000,40.899999999999999,"0"
16206,BATIMENT0000000240754521-2,75111000AM0048_a2885e0581fa18a,"75","751114104","75056","117",15.199999999999999,38.899999999999999,"0"
16207,BATIMENT0000000240754522-1,75111000AM0042_312a11afb51fd9e,"75","751114104","75056","328",23.000000000000000,38.500000000000000,"0"
16208,BATIMENT0000000240754519-2,75111000AM0049_8e25b1f186f87ae,"75","751114104","75056","236",16.399999999999999,38.600000000000001,"0"
16209,BATIMENT0000000240754884-3,75111000AM0008_5888ac80b1e57ee,"75","751114108","75056","139",20.000000000000000,39.000000000000000,"0"
16210,BATIMENT0000000240754514-4,75111000AM0053_be9c2deb076c90a,"75","751114104","75056","589",20.199999999999999,38.399999999999999,"0"
16211,BATIMENT0000000240754508-2,75111000AM0055_adc2760e0e2abc3,"75","751114104","75056","225",19.000000000000000,38.399999999999999,"0"
16212,BATIMENT0000000240756307-2,75111000BA0064_c8e711bcdfe4c3c,"75","751114205","75056","234",16.199999999999999,41.299999999999997,"0"
16213,BATIMENT0000000240754883-3,75111000AM0009_24640bcb8a754e8,"75","751114108","75056","170",18.899999999999999,39.000000000000000,"0"
16214,BATIMENT0000000240754511-2,75111000AM0057_ae300a842ed8cef,"75","751114104","75056","116",17.600000000000001,38.399999999999999,"0"
16215,BATIMENT0000000240754516-2,75111000AM0059_23dbee4b2d33b4b,"75","751114104","75056","148",17.699999999999999,38.600000000000001,"0"
16216,BATIMENT0000000240754830-1,75111000AM0011_4c90d65eec4649c,"75","751114108","75056","135",19.600000000000001,39.500000000000000,"0"
16217,BATIMENT0000000240754566-1,75111000AM0060_ea4c6226c72870d,"75","751114104","75056","20",8.100000000000000,38.799999999999997,"0"
16218,BATIMENT0000000240754831-1,75111000AM0012_9f474749a8f1c0a,"75","751114108","75056","156",20.000000000000000,39.700000000000003,"0"
16219,BATIMENT0000000240754565-1,75111000AM0062_0584d30ac2616b7,"75","751114104","75056","96",6.800000000000000,38.799999999999997,"0"
16220,BATIMENT0000000240754556-1,75111000AM0066_b62d9110f07429d,"75","751114104","75056","146",21.199999999999999,38.799999999999997,"0"
16221,BATIMENT0000000240754561-1,75111000AM0072_8c89cf68b8ed834,"75","751114104","75056","194",24.899999999999999,38.799999999999997,"0"
16222,BATIMENT0000000240754658-1,75111000AM0073_6cae40aae00e9d1,"75","751114104","75056","614",17.600000000000001,38.799999999999997,"0"
16223,BATIMENT0000000240754661-2,75111000AM0074_d9fd0b992e23376,"75","751114104","75056","162",16.399999999999999,38.799999999999997,"0"
16224,BATIMENT0000000240754665-1,75111000AM0077_5491576b2dec45c,"75","751114104","75056","109",18.800000000000001,38.799999999999997,"0"
16225,BATIMENT0000000240754664-1,75111000AM0078_901a94a8eadf9d6,"75","751114104","75056","211",19.100000000000001,38.799999999999997,"0"
16226,BATIMENT0000000240754832-1,75111000AM0013_e4fa78b6d050944,"75","751114108","75056","128",19.399999999999999,39.500000000000000,"0"
16227,BATIMENT0000000245187753-3,75111000AN0008_da41b2631409c19,"75","751114106","75056","85",11.699999999999999,35.500000000000000,"0"
16228,BATIMENT0000000245187564-2,75111000AN0012_450221fdbfe1c1f,"75","751114106","75056","181",17.899999999999999,35.500000000000000,"0"
16229,BATIMENT0000000240754660-3,75111000AM0079_de6bfc3f5764b42,"75","751114104","75056","758",19.000000000000000,38.799999999999997,"0"
16230,BATIMENT0000000240754833-1,75111000AM0014_050d0df218a2f2c,"75","751114108","75056","195",18.899999999999999,39.500000000000000,"0"
16231,BATIMENT0000000240754618-2,75111000AM0082_02b7da9d8488600,"75","751114104","75056","451",7.000000000000000,38.799999999999997,"0"
16232,BATIMENT0000000240757453-1,75111000AM0015_9e3500a3fea98a6,"75","751114108","75056","187",20.800000000000001,39.600000000000001,"0"
16233,BATIMENT0000000240754551-2,75111000AM0084_a0cc36f5fd91e0a,"75","751114104","75056","307",11.699999999999999,38.799999999999997,"0"
16234,BATIMENT0000000240754548-2,75111000AM0087_4e093b4d56b8d6a,"75","751114104","75056","310",18.300000000000001,38.799999999999997,"0"
16236,BATIMENT0000000240754506-1,75111000AM0088_f308a4acc07c369,"75","751114104","75056","267",12.900000000000000,37.000000000000000,"0"
16237,BATIMENT0000000245187561-3,75111000AN0015_508643556d38236,"75","751114106","75056","131",18.000000000000000,35.899999999999999,"0"
16238,BATIMENT0000000240754505-2,75111000AM0089_691007c8572daca,"75","751114104","75056","113",15.500000000000000,37.399999999999999,"0"
16239,BATIMENT0000000245187788-2,75111000AN0044_8ae1a74bcfc49e2,"75","751114105","75056","164",18.300000000000001,36.000000000000000,"0"
16240,BATIMENT0000000240754507-2,75111000AM0090_eae26a35c30ec49,"75","751114104","75056","609",19.600000000000001,37.399999999999999,"0"
16241,BATIMENT0000000240754530-1,75111000AM0092_230c31ecbc5ea02,"75","751114104","75056","231",20.399999999999999,37.799999999999997,"0"
16242,BATIMENT0000000245187800-3,75111000AN0069_c19c2ee8f2b79ef,"75","751114105","75056","274",16.699999999999999,36.000000000000000,"0"
16243,BATIMENT0000000240754529-2,75111000AM0093_060d183c7cadcc9,"75","751114104","75056","175",20.800000000000001,37.799999999999997,"0"
16244,BATIMENT0000000245187759-1,75111000AN0001_00e9e57fac26d68,"75","751114106","75056","304",23.500000000000000,35.500000000000000,"0"
16245,BATIMENT0000000245187758-2,75111000AN0002_81d927aa1e3cc6e,"75","751114106","75056","293",23.399999999999999,35.500000000000000,"0"
16246,BATIMENT0000000245187560-2,75111000AN0013_ac3f7163a4d07a1,"75","751114106","75056","162",17.600000000000001,35.799999999999997,"0"
16247,BATIMENT0000000245187785-3,75111000AN0045_60f6369b1bb86b7,"75","751114105","75056","198",19.699999999999999,36.000000000000000,"0"
16248,BATIMENT0000000245187295-2,75111000AN0022_a502546734271cf,"75","751114106","75056","225",18.899999999999999,35.700000000000003,"0"
16249,BATIMENT0000000245187568-1,75111000AN0051_f38b4fa015eecd1,"75","751114105","75056","225",21.100000000000001,36.000000000000000,"0"
16250,BATIMENT0000000245187332-1,75111000AN0052_99389f07a2cdac8,"75","751114105","75056","223",21.800000000000001,36.000000000000000,"0"
16251,BATIMENT0000000245187297-2,75111000AN0023_51743803e196a5d,"75","751114106","75056","46",19.899999999999999,35.799999999999997,"0"
16252,BATIMENT0000000245187361-1,75111000AN0053_03f62d3d1b1b200,"75","751114105","75056","286",18.899999999999999,36.000000000000000,"0"
16253,BATIMENT0000000245187292-3,75111000AN0026_516ae821f5e604e,"75","751114106","75056","70",18.000000000000000,35.799999999999997,"0"
16254,BATIMENT0000000245187571-2,75111000AN0054_5e48d9147d7d48c,"75","751114105","75056","180",18.899999999999999,36.000000000000000,"0"
16255,BATIMENT0000000245187294-3,75111000AN0027_3b218583121adb5,"75","751114106","75056","155",17.800000000000001,35.600000000000001,"0"
16256,BATIMENT0000000245187570-3,75111000AN0055_9061f14cdb41ecc,"75","751114105","75056","473",21.300000000000001,36.000000000000000,"0"
16257,BATIMENT0000000245187798-2,75111000AN0066_661406022d96a07,"75","751114105","75056","355",20.899999999999999,36.000000000000000,"0"
16258,BATIMENT0000000245187289-3,75111000AN0030_eae708d72288654,"75","751114106","75056","619",20.300000000000001,35.100000000000001,"0"
16259,BATIMENT0000000245187799-4,75111000AN0067_51542a144d2edea,"75","751114105","75056","281",15.000000000000000,36.000000000000000,"0"
16260,BATIMENT0000000245187810-1,75111000AN0070_c81e64dbb2822f5,"75","751114105","75056","157",19.399999999999999,36.299999999999997,"0"
16261,BATIMENT0000000245187812-2,75111000AN0071_329772bbf4146c3,"75","751114105","75056","108",19.300000000000001,36.399999999999999,"0"
16262,BATIMENT0000000245187811-2,75111000AN0072_46addd48e4c513c,"75","751114105","75056","166",19.100000000000001,36.500000000000000,"0"
16263,BATIMENT0000000245187809-3,75111000AN0074_9c223b66c5ea9a4,"75","751114105","75056","115",19.500000000000000,36.200000000000003,"0"
16264,BATIMENT0000000245187808-2,75111000AN0075_0b85aff28120465,"75","751114105","75056","129",19.500000000000000,36.200000000000003,"0"
16265,BATIMENT0000000245187807-3,75111000AN0076_91ac0ebcaabb147,"75","751114105","75056","168",19.100000000000001,36.500000000000000,"0"
16266,BATIMENT0000000245187574-1,75111000AN0056_ed032d48a31b204,"75","751114105","75056","287",20.000000000000000,36.000000000000000,"0"
16267,BATIMENT0000000245187572-1,75111000AN0057_42a39b5aee55166,"75","751114105","75056","193",20.500000000000000,36.000000000000000,"0"
16268,BATIMENT0000000245187792-1,75111000AN0060_33238da385ab81b,"75","751114105","75056","321",20.399999999999999,36.000000000000000,"0"
16269,BATIMENT0000000245187791-1,75111000AN0061_6660a13dbda62c3,"75","751114105","75056","305",21.500000000000000,36.000000000000000,"0"
16270,BATIMENT0000000245187793-1,75111000AN0062_31aaab1ba014476,"75","751114105","75056","208",21.500000000000000,36.000000000000000,"0"
16271,BATIMENT0000000245187805-3,75111000AN0077_7accf4ee76aee88,"75","751114105","75056","173",19.199999999999999,36.500000000000000,"0"
16272,BATIMENT0000000245187806-2,75111000AN0078_f654059a418a30a,"75","751114105","75056","140",19.399999999999999,36.299999999999997,"0"
16273,BATIMENT0000000245187566-1,75111000AN0037_2b5d159c90d49f0,"75","751114106","75056","168",8.500000000000000,35.100000000000001,"0"
16274,BATIMENT0000000245187804-3,75111000AN0079_e7d5bd561a1e827,"75","751114105","75056","215",19.500000000000000,36.200000000000003,"0"
16275,BATIMENT0000000245187671-1,75111000AN0038_b4ef439a01c6f06,"75","751114106","75056","257",5.500000000000000,35.100000000000001,"0"
16276,BATIMENT0000000245187803-3,75111000AN0080_076bac2adc3421e,"75","751114105","75056","229",19.199999999999999,36.500000000000000,"0"
16277,BATIMENT0000000245187802-3,75111000AN0081_99de1c5d8b49dbc,"75","751114105","75056","222",19.399999999999999,36.500000000000000,"0"
16278,BATIMENT0000000245187761-1,75111000AN0039_761ffe731427b04,"75","751114105","75056","252",20.000000000000000,36.000000000000000,"0"
16279,BATIMENT0000000245187760-2,75111000AN0041_71f78a54fcba355,"75","751114105","75056","682",19.899999999999999,36.000000000000000,"0"
16280,BATIMENT0000000245187576-3,75111000AN0083_951a43917981887,"75","751114105","75056","368",19.500000000000000,36.500000000000000,"0"
16281,BATIMENT0000000245187338-1,75111000AN0084_3d9e77d45a90fb2,"75","751114105","75056","342",17.100000000000001,37.000000000000000,"0"
16282,BATIMENT0000000245187341-2,75111000AN0086_1e0f52030f2de96,"75","751114105","75056","172",16.500000000000000,37.100000000000001,"0"
16283,BATIMENT0000000245187345-3,75111000AN0089_7c6a8d7cfb145d9,"75","751114105","75056","283",16.300000000000001,37.000000000000000,"0"
16284,BATIMENT0000000245187347-1,75111000AN0090_0b64e9da177c87f,"75","751114105","75056","99",16.000000000000000,37.000000000000000,"0"
16285,BATIMENT0000000245187344-2,75111000AN0091_1f805f3d0ad30b6,"75","751114105","75056","161",15.800000000000001,37.000000000000000,"0"
16286,BATIMENT0000000245187333-3,75111000AN0096_72f81cbf6d927b5,"75","751114105","75056","176",16.600000000000001,37.000000000000000,"0"
16287,BATIMENT0000000245187334-3,75111000AN0097_e801e9cbeeab382,"75","751114105","75056","166",15.600000000000000,37.000000000000000,"0"
16288,BATIMENT0000000245187789-2,75111000AN0043_7137fc2a50e602c,"75","751114105","75056","118",17.600000000000001,36.000000000000000,"0"
16289,BATIMENT0000000245187370-1,75111000AN0098_c3f7b6b6d61052e,"75","751114105","75056","260",19.000000000000000,36.100000000000001,"0"
16290,BATIMENT0000000245187369-2,75111000AN0099_41fdaf0ce5c7d18,"75","751114105","75056","127",18.600000000000001,36.700000000000003,"0"
16291,BATIMENT0000000245187787-3,75111000AN0143_cd7af0aae95af37,"75","751114105","75056","169",19.199999999999999,36.000000000000000,"0"
16292,BATIMENT0000000245187364-2,75111000AN0101_c925286d4f7f83f,"75","751114105","75056","264",19.000000000000000,36.000000000000000,"0"
16293,BATIMENT0000000245187362-3,75111000AN0102_82cdd1b577df15a,"75","751114105","75056","221",19.399999999999999,36.200000000000003,"0"
16294,BATIMENT0000000245187104-2,75111000AP0019_cd08cbe6ce1b703,"75","751114209","75056","412",14.300000000000001,35.000000000000000,"0"
16295,BATIMENT0000000245187569-2,75111000AN0147_54d3395640db529,"75","751114105","75056","144",17.199999999999999,36.000000000000000,"0"
16296,BATIMENT0000000245187567-2,75111000AN0149_3616953cbd1eb04,"75","751114105","75056","160",20.300000000000001,36.000000000000000,"0"
16297,BATIMENT0000000245187308-1,75111000AO0001_f840a21d6a269dc,"75","751114106","75056","135",19.100000000000001,35.600000000000001,"0"
16298,BATIMENT0000000245187309-2,75111000AO0002_b518ebffcac6927,"75","751114106","75056","120",18.800000000000001,35.600000000000001,"0"
16299,BATIMENT0000000245187306-2,75111000AO0004_e1d4295875985cd,"75","751114106","75056","249",20.300000000000001,35.600000000000001,"0"
16300,BATIMENT0000000245187301-2,75111000AO0008_68b1b08d5db49bd,"75","751114106","75056","155",21.199999999999999,35.600000000000001,"0"
16301,BATIMENT0000000245187302-2,75111000AO0009_789544e366e3755,"75","751114106","75056","226",17.800000000000001,35.600000000000001,"0"
16302,BATIMENT0000000245187330-2,75111000AO0023_c2c94a7209b9524,"75","751114106","75056","262",22.000000000000000,35.100000000000001,"0"
16303,BATIMENT0000000245187329-3,75111000AO0025_956fb70eabd95da,"75","751114106","75056","340",22.199999999999999,35.200000000000003,"0"
16304,BATIMENT0000000245187327-3,75111000AO0029_d3c11067edac88d,"75","751114106","75056","239",15.199999999999999,35.000000000000000,"0"
16305,BATIMENT0000000245187360-1,75111000AO0033_1e5e592a8f9c912,"75","751114105","75056","169",19.699999999999999,36.000000000000000,"0"
16306,BATIMENT0000000245187280-1,75111000AO0010_dfbb64af2063537,"75","751114106","75056","115",13.400000000000000,35.000000000000000,"0"
16307,BATIMENT0000000245187356-1,75111000AO0035_bab66917542cff1,"75","751114105","75056","403",16.699999999999999,36.000000000000000,"0"
16308,BATIMENT0000000245187357-3,75111000AO0037_4905fe74e0bdfc7,"75","751114105","75056","361",17.600000000000001,36.000000000000000,"0"
16309,BATIMENT0000000245187140-1,75111000AO0073_fc15dfddf61ddd3,"75","751114106","75056","162",13.100000000000000,34.200000000000003,"0"
16310,BATIMENT0000000245187143-1,75111000AO0047_e279cbe962549aa,"75","751114106","75056","259",21.399999999999999,35.399999999999999,"0"
16311,BATIMENT0000000245187283-1,75111000AO0016_8c6e3d7022d9db0,"75","751114106","75056","497",19.300000000000001,35.000000000000000,"0"
16313,BATIMENT0000000245187352-2,75111000AO0041_a28e01b0456eb09,"75","751114105","75056","397",18.399999999999999,36.000000000000000,"0"
16314,BATIMENT0000000245187285-1,75111000AO0017_805104b72265d90,"75","751114106","75056","118",18.500000000000000,35.000000000000000,"0"
16315,BATIMENT0000000245187349-3,75111000AO0043_492bfde282579d7,"75","751114105","75056","240",23.500000000000000,35.899999999999999,"0"
16316,BATIMENT0000000245187114-2,75111000AP0027_97756cb078953a1,"75","751114209","75056","184",24.300000000000001,35.100000000000001,"0"
16317,BATIMENT0000000245187145-2,75111000AO0045_c60c7fc8dd76095,"75","751114106","75056","346",15.600000000000000,35.399999999999999,"0"
16318,BATIMENT0000000245187367-3,75111000AN0104_40a8f638ca04142,"75","751114105","75056","217",18.800000000000001,36.600000000000001,"0"
16319,BATIMENT0000000245187371-2,75111000AN0105_edfc6c0c07b7e57,"75","751114105","75056","138",18.800000000000001,36.700000000000003,"0"
16320,BATIMENT0000000245197894-2,75111000BH0011_924c116e33d15e3,"75","751114312","75056","206",20.000000000000000,35.200000000000003,"0"
16321,BATIMENT0000000245187372-3,75111000AN0107_b63424b36c0b2cb,"75","751114105","75056","203",19.600000000000001,36.399999999999999,"0"
16322,BATIMENT0000000245187139-2,75111000AO0070_6724479af8e74c1,"75","751114106","75056","266",17.100000000000001,34.500000000000000,"0"
16323,BATIMENT0000000245187375-3,75111000AN0108_a365d13dee4a695,"75","751114105","75056","117",19.199999999999999,36.600000000000001,"0"
16324,BATIMENT0000000245187373-1,75111000AN0109_0218f98cd4bdc04,"75","751114105","75056","295",19.800000000000001,36.500000000000000,"0"
16325,BATIMENT0000000245187374-2,75111000AN0110_dd5983d3d4ccdda,"75","751114105","75056","257",20.899999999999999,36.100000000000001,"0"
16326,BATIMENT0000000245187287-4,75111000AN0131_66bcc229fa1ea80,"75","751114106","75056","382",20.100000000000001,35.100000000000001,"0"
16327,BATIMENT0000000245187286-3,75111000AN0133_95c40c1ddb6b1c4,"75","751114106","75056","224",18.000000000000000,35.100000000000001,"0"
16328,BATIMENT0000000245187565-2,75111000AN0135_aa8ee7706a365d9,"75","751114106","75056","245",13.900000000000000,35.100000000000001,"0"
16329,BATIMENT0000000245187548-2,75111000AN0137_8dfe70391fa164a,"75","751114106","75056","61",14.199999999999999,35.100000000000001,"0"
16330,BATIMENT0000000245187142-2,75111000AO0046_5896b39c23c25f9,"75","751114106","75056","162",18.500000000000000,35.399999999999999,"0"
16331,BATIMENT0000000245187320-1,75111000AO0050_dfab82991ca225d,"75","751114106","75056","223",21.399999999999999,35.200000000000003,"0"
16332,BATIMENT0000000245187321-1,75111000AO0051_4d82b593c9ea448,"75","751114106","75056","187",21.699999999999999,35.200000000000003,"0"
16333,BATIMENT0000000245187133-4,75111000AO0071_caba2379d6d5c70,"75","751114106","75056","308",21.899999999999999,34.200000000000003,"0"
16334,BATIMENT0000000245187315-1,75111000AO0052_4c13153793f3338,"75","751114106","75056","208",20.399999999999999,34.299999999999997,"0"
16335,BATIMENT0000000245187316-4,75111000AO0056_975dedfc26681d6,"75","751114106","75056","304",20.699999999999999,34.200000000000003,"0"
16336,BATIMENT0000000245187128-3,75111000AO0057_d8a785ccd4d1736,"75","751114106","75056","287",21.300000000000001,34.200000000000003,"0"
16337,BATIMENT0000000245187783-4,75111000AN0139_599538737b81089,"75","751114105","75056","185",20.699999999999999,36.000000000000000,"0"
16338,BATIMENT0000000245187784-3,75111000AN0141_8e28ff4d7e218ca,"75","751114105","75056","142",20.300000000000001,36.000000000000000,"0"
16339,BATIMENT0000000245186809-1,75111000AO0076_6cbea15b48e1019,"75","751114106","75056","140",17.399999999999999,35.500000000000000,"0"
16340,BATIMENT0000000245187122-2,75111000AO0059_bb8778b41385962,"75","751114106","75056","210",13.300000000000001,34.200000000000003,"0"
16341,BATIMENT0000000245187058-2,75111000AO0078_fe14fcf6f7cd297,"75","751114106","75056","289",17.100000000000001,35.500000000000000,"0"
16342,BATIMENT0000000245187126-1,75111000AO0060_43d62a8ff5816fb,"75","751114106","75056","52",5.000000000000000,34.200000000000003,"0"
16343,BATIMENT0000000245187125-2,75111000AO0061_850af7d6480c1d4,"75","751114106","75056","93",10.500000000000000,34.200000000000003,"0"
16344,BATIMENT0000000245187319-2,75111000AO0080_cd5f75a951468ed,"75","751114106","75056","121",21.899999999999999,35.600000000000001,"0"
16345,BATIMENT0000000245187121-3,75111000AO0062_f9b7e7e8363fe77,"75","751114106","75056","189",21.500000000000000,34.200000000000003,"0"
16346,BATIMENT0000000245187120-4,75111000AO0063_ca337b374cf4bad,"75","751114106","75056","214",21.399999999999999,34.200000000000003,"0"
16347,BATIMENT0000000245187119-3,75111000AP0031_c034b646eda106d,"75","751114209","75056","1107",11.900000000000000,35.000000000000000,"0"
16348,BATIMENT0000000245187282-2,75111000AO0082_0caabddc7848d48,"75","751114106","75056","244",16.899999999999999,35.000000000000000,"0"
16349,BATIMENT0000000253252372-3,75111000AP0035_932c7eb14c623ec,"75","751114209","75056","486",13.000000000000000,35.000000000000000,"0"
16350,BATIMENT0000000253252379-2,75111000AP0036_83d3a0123043480,"75","751114209","75056","396",14.699999999999999,35.000000000000000,"0"
16351,BATIMENT0000000245187322-2,75111000AO0083_f0fcb01b75909de,"75","751114106","75056","279",8.600000000000000,35.000000000000000,"0"
16352,BATIMENT0000000245186690-2,75111000AP0054_2583824d24f9619,"75","751114209","75056","453",10.600000000000000,34.399999999999999,"0"
16353,BATIMENT0000000245186652-1,75111000AP0001_32dbf242dfcd6e9,"75","751114209","75056","209",18.399999999999999,35.100000000000001,"0"
16354,BATIMENT0000000240756219-1,75111000AS0032_bbcb54c1fa01438,"75","751114212","75056","111",13.500000000000000,44.299999999999997,"0"
16355,BATIMENT0000000245186693-3,75111000AP0056_35b955cd9faa699,"75","751114209","75056","384",10.100000000000000,34.399999999999999,"0"
16356,BATIMENT0000000240754592-1,75111000AR0016_194db3a7dd76e1f,"75","751114210","75056","274",20.800000000000001,37.000000000000000,"0"
16357,BATIMENT0000000245186688-2,75111000AP0060_53530b545e30794,"75","751114209","75056","270",6.600000000000000,34.399999999999999,"0"
