fid,batiment_c,batiment_g,code_depar,code_iris,code_commu,s_geom_cst,hauteur,altitude_s,fictive_ge
5,BATIMENT0000000240747805-2,75111000CL0129_4fa62d2e1d35454,"75","751114411","75056","14",17.100000000000001,54.700000000000003,"0"
40,BATIMENT0000000240756489-2,75111000AY0075_1f0ac083aa6cecb,"75","751114204","75056","122",17.800000000000001,45.000000000000000,"0"
41,BATIMENT0000000240756488-2,75111000AY0076_41b6c5565f1a771,"75","751114204","75056","123",18.000000000000000,44.899999999999999,"0"
43,BATIMENT0000000240748541-2,75111000CR0056_3c8048c1ec9384f,"75","751114409","75056","135",17.899999999999999,47.399999999999999,"0"
45,BATIMENT0000000240748543-2,75111000CR0057_8268005211065bd,"75","751114409","75056","135",17.100000000000001,48.100000000000001,"0"
111,u09tyq71x23w4h157etp75111000BR0053,75111000BR0053_e170fb16291be97,"75","751114302","75056",,6.000000000000000,,"1"
112,u09tvyq1hjqvdmub1bkr75111000BE0078,75111000BE0078_8e2f40386a0abe8,"75","751114207","75056",,18.000000000000000,,"1"
115,u09tynt0dud9s4h94mpz75111000BE0113,75111000BE0113_8ad96c0112b8cfe,"75","751114317","75056",,15.000000000000000,,"1"
158,u09tynjc8z8n8czkmqsm75111000BV0109,75111000BV0109_eb86d3673268560,"75","751114306","75056",,15.000000000000000,,"1"
169,u09tykfr38984903p9ds75111000CT0176,75111000CT0176_9d35e66724cb742,"75","751114408","75056",,12.000000000000000,,"1"
184,u09tyn5mrxzj9pc947tn75111000BK0115,75111000BK0115_80e1ace95f750b2,"75","751114316","75056",,5.000000000000000,,"1"
194,u09tyjjpxnr2bfm653u175111000CV0227,75111000CV0227_dcda7f8b875fa81,"75","751114405","75056",,18.000000000000000,,"1"
211,u09typzh1hsywve3mt7375111000AV0146,75111000AV0146_1c624860360a38e,"75","751114201","75056",,15.000000000000000,,"1"
260,u09typy9y69ncvbjrs0575111000AV0117,75111000AV0117_15c3d9d01cf905e,"75","751114201","75056",,6.000000000000000,,"1"
273,u09tynb95gzwsqjzys33uf751110005560,uf751110005560_f2816be94fef9ad,"75","751114206","75056",,5.000000000000000,,"1"
287,u09typydjpp1trnqk6r275111000AV0116,75111000AV0116_be5d5dd2e79611a,"75","751114201","75056",,5.000000000000000,,"1"
324,u09tvvvrd9fwudjq63nr75111000BH0013,75111000BH0013_b7ee222f306f3a5,"75","751114313","75056",,18.000000000000000,,"1"
339,u09tvvxfpd3b6h85emwj75111000CC0110,75111000CC0110_a6055c66505de1d,"75","751114311","75056",,9.000000000000000,,"1"
340,u09tvyjc6ezhm44ceub275111000BH0019,75111000BH0019_af618e1a7917887,"75","751114313","75056",,27.000000000000000,,"1"
354,u09tyq7295ff8j8b033w75111000BR0055,75111000BR0055_b925f71eaa2be83,"75","751114302","75056",,6.000000000000000,,"1"
367,u09tvywdbnde7ekfs5kr75111000BE0052,75111000BE0052_8695d015450934e,"75","751114207","75056",,15.000000000000000,,"1"
448,u09typz2q3g09gbqgr1w75111000AV0108,75111000AV0108_7f087b0b26c703a,"75","751114201","75056",,12.000000000000000,,"1"
458,u09tyjj6s2km8c75qdc775111000CV0221,75111000CV0221_51c256f8d531137,"75","751114406","75056",,6.000000000000000,,"1"
460,u09typwyd6xs1q53yj3c75111000AV0140,75111000AV0140_d0615ccd3bbf178,"75","751114201","75056",,6.000000000000000,,"1"
519,u09tyq5322q44zktu65e75111000BS0040,75111000BS0040_de0a318f97a1081,"75","751114302","75056",,5.000000000000000,,"1"
543,u09typy9rs3pvm9nvec475111000AV0118,75111000AV0118_b4ae0b06d96e525,"75","751114201","75056",,6.000000000000000,,"1"
546,u09typyb742wdmjuk6y975111000AV0120,75111000AV0120_6c55fa516450b3c,"75","751114201","75056",,9.000000000000000,,"1"
563,u09typ0k273jd274nnz375111000AR0128,75111000AR0128_0249a0829068a35,"75","751114210","75056",,18.000000000000000,,"1"
595,u09tyq5qurdjesx5vx1s75111000BR0058,75111000BR0058_d330e32aa065cd0,"75","751114302","75056",,6.000000000000000,,"1"
651,u09typy96w4funsdu8dv75111000AV0144,75111000AV0144_9c720b69550cd2b,"75","751114201","75056",,5.000000000000000,,"1"
704,u09tvyjub5nukr6zrrqc75111000BH0023,75111000BH0023_8b335f03230e528,"75","751114313","75056",,21.000000000000000,,"1"
1017,BATIMENT0000000240748251-1,75111000CK0136_55c90fb6924789e,"75","751114411","75056","45",26.300000000000001,41.899999999999999,"0"
1056,BATIMENT0000000240748706-2,75111000CK0003_d2209d132d66a49,"75","751114412","75056",,5.000000000000000,39.100000000000001,"1"
1069,BATIMENT0000000240748240-1,75111000CK0210_2da1c7d8d92f206,"75","751114411","75056","23",22.300000000000001,40.200000000000003,"0"
1081,BATIMENT0000000240747785-1,75111000CL0109_c064e2321a22b79,"75","751114411","75056","21",19.500000000000000,50.200000000000003,"0"
1094,BATIMENT0000000240747985-2,75111000CN0040_dd6a62cd12f78ca,"75","751114401","75056","102",4.600000000000000,52.899999999999999,"0"
1146,BATIMENT0000000240747804-1,75111000CL0125_72b03d449940f6a,"75","751114411","75056","50",21.899999999999999,49.399999999999999,"0"
1160,BATIMENT0000000000159114-1,75111000AA0063_e5212ea71e8bcb1,"75","751114107","75056","83",4.200000000000000,37.000000000000000,"0"
1161,BATIMENT0000000245187970-1,75111000AA0063_e5212ea71e8bcb1,"75","751114107","75056",,5.000000000000000,36.700000000000003,"1"
1162,BATIMENT0000000240757751-1,75111000AE0027_85156ad58620bd6,"75","751114109","75056",,5.000000000000000,43.000000000000000,"1"
1163,BATIMENT0000000331452195-1,75111000AH0018_d75330acd9ee880,"75","751114112","75056","81",8.100000000000000,47.799999999999997,"0"
1164,BATIMENT0000000331452196-1,75111000AH0018_d75330acd9ee880,"75","751114112","75056","267",9.000000000000000,47.799999999999997,"0"
1165,BATIMENT0000000240758241-2,75111000AH0033_060e58c298c8ed9,"75","751114111","75056","150",16.199999999999999,51.000000000000000,"0"
1166,BATIMENT0000000240757946-5,75111000AH0143_28bfe6341eee8cd,"75","751114110","75056","138",19.100000000000001,48.700000000000003,"0"
1167,BATIMENT0000002101744822-2,75111000AP0016_3ff6f174e36984c,"75","751114209","75056",,5.000000000000000,,"1"
1168,BATIMENT0000002101744823-2,75111000AP0016_3ff6f174e36984c,"75","751114209","75056",,5.000000000000000,,"1"
1169,BATIMENT0000000316910577-3,75111000AV0081_88ad4215f4753f5,"75","751114201","75056","116",12.900000000000000,50.600000000000001,"0"
1170,BATIMENT0000000316910579-9,75111000AV0091_047dcea567b2943,"75","751114201","75056","284",10.000000000000000,53.299999999999997,"0"
1171,BATIMENT0000000240757590-2,75111000AV0095_607a7c29581bd39,"75","751114201","75056","95",6.600000000000000,53.700000000000003,"0"
1172,BATIMENT0000000240757585-3,75111000AV0097_7d15d38316d0d3c,"75","751114201","75056","95",9.100000000000000,53.700000000000003,"0"
1173,BATIMENT0000000316910579-12,75111000AV0097_7d15d38316d0d3c,"75","751114201","75056","152",10.000000000000000,53.299999999999997,"0"
1174,BATIMENT0000000316910579-13,75111000AV0104_e754e8516e1078e,"75","751114201","75056","289",10.000000000000000,53.299999999999997,"0"
1176,BATIMENT0000000240756459-1,75111000AW0025_b0c7d7d5aaf4c18,"75","751114201","75056","580",24.000000000000000,56.000000000000000,"0"
1177,BATIMENT0000000240756395-1,75111000AZ0099_7a1349724c41fa8,"75","751114205","75056",,5.000000000000000,37.600000000000001,"1"
1178,BATIMENT0000000240756405-3,75111000AZ0099_7a1349724c41fa8,"75","751114205","75056",,5.000000000000000,37.200000000000003,"1"
1179,BATIMENT0000000240754494-4,75111000BC0116_7dbd8eb4aa661a8,"75","751114206","75056","48",8.500000000000000,35.000000000000000,"0"
1180,BATIMENT0000000245186332-1,75111000BD0110_53d832f22a5baa1,"75","751114207","75056","355",5.600000000000000,35.000000000000000,"0"
1181,BATIMENT0000000245186338-1,75111000BD0110_53d832f22a5baa1,"75","751114207","75056","196",3.900000000000000,35.000000000000000,"0"
1182,BATIMENT0000000245186313-1,75111000BE0045_406feeb56d93652,"75","751114207","75056","354",11.000000000000000,34.899999999999999,"0"
1183,BATIMENT0000000245187415-1,75111000BE0045_406feeb56d93652,"75","751114207","75056","17",4.200000000000000,35.000000000000000,"0"
1184,BATIMENT0000000245187416-1,75111000BE0045_406feeb56d93652,"75","751114207","75056","228",15.300000000000001,35.000000000000000,"0"
1185,BATIMENT0000000245186268-1,75111000BE0081_8c4590068d33e35,"75","751114207","75056",,5.000000000000000,35.100000000000001,"1"
1186,BATIMENT0000000240755938-2,75111000BK0103_35415abbc2861cc,"75","751114316","75056","189",6.000000000000000,32.399999999999999,"0"
1187,BATIMENT0000000240756511-1,75111000BM0027_8221a6ebf20e422,"75","751114320","75056","399",4.700000000000000,47.299999999999997,"0"
1192,BATIMENT0000000240748727-3,75111000CL0241_7376c0b16e9de8e,"75","751114411","75056","116",24.500000000000000,51.799999999999997,"0"
1193,BATIMENT0000000240741968-2,75111000CC0089_b24ff06b9fa4e1c,"75","751114311","75056","138",11.800000000000001,36.100000000000001,"0"
1194,BATIMENT0000000240756702-1,75111000BN0051_4732f3d075a0136,"75","751114321","75056","40",7.900000000000000,55.100000000000001,"0"
1195,BATIMENT0000000240757347-4,75111000BN0051_4732f3d075a0136,"75","751114321","75056","1493",18.899999999999999,56.299999999999997,"0"
1196,BATIMENT0000000240759974-1,75111000BN0051_4732f3d075a0136,"75","751114321","75056","57",4.300000000000000,57.399999999999999,"0"
1197,BATIMENT0000000240759978-1,75111000BN0051_4732f3d075a0136,"75","751114321","75056","31",5.800000000000000,56.500000000000000,"0"
1198,BATIMENT0000000240760001-1,75111000BN0051_4732f3d075a0136,"75","751114321","75056","61",3.500000000000000,56.899999999999999,"0"
1199,BATIMENT0000000240760011-1,75111000BN0051_4732f3d075a0136,"75","751114321","75056","47",3.800000000000000,56.700000000000003,"0"
1200,BATIMENT0000000240760072-1,75111000BN0051_4732f3d075a0136,"75","751114321","75056",,5.000000000000000,56.399999999999999,"1"
1201,BATIMENT0000000240760101-1,75111000BN0051_4732f3d075a0136,"75","751114321","75056","233",8.600000000000000,56.299999999999997,"0"
1202,BATIMENT0000000240759359-1,75111000BR0004_707bcef6ed0e7cf,"75","751114302","75056","421",4.400000000000001,49.500000000000000,"0"
1203,BATIMENT0000000240759377-2,75111000BR0028_b76f6aa8a796117,"75","751114301","75056","375",22.399999999999999,53.000000000000000,"0"
1204,BATIMENT0000000240756169-2,75111000BS0289_62e244a21964284,"75","751114304","75056","56",2.400000000000000,45.299999999999997,"0"
1205,BATIMENT0000000240756005-2,75111000BV0108_b90713b9950aebf,"75","751114305","75056","258",2.600000000000000,42.700000000000003,"0"
1206,BATIMENT0000000253241586-1,75111000CA0018_549df353509e46f,"75","751114314","75056","139",3.000000000000000,33.000000000000000,"0"
1207,BATIMENT0000000253241587-1,75111000CA0018_549df353509e46f,"75","751114314","75056","287",6.600000000000000,33.000000000000000,"0"
1208,BATIMENT0000000253241588-1,75111000CA0018_549df353509e46f,"75","751114314","75056","51",10.100000000000000,33.000000000000000,"0"
1209,BATIMENT0000000253241589-2,75111000CA0018_549df353509e46f,"75","751114314","75056","394",14.900000000000000,33.000000000000000,"0"
1210,BATIMENT0000000240741886-2,75111000CA0019_17729badabcd926,"75","751114314","75056","627",9.400000000000000,35.000000000000000,"0"
1211,BATIMENT0000000253241587-2,75111000CA0019_17729badabcd926,"75","751114314","75056","199",6.600000000000000,33.000000000000000,"0"
1212,BATIMENT0000000240741876-4,75111000CA0032_ac4c941b70da5ee,"75","751114312","75056","463",18.699999999999999,31.100000000000001,"0"
1213,BATIMENT0000000240741874-1,75111000CA0036_7bbe80a5149d13c,"75","751114312","75056","282",13.800000000000001,33.799999999999997,"0"
1214,BATIMENT0000000240743341-1,75111000CC0011_a45be212ddb0c91,"75","751114311","75056","218",4.100000000000000,35.000000000000000,"0"
1215,BATIMENT0000000240748502-1,75111000CR0195_9fd246fea4988ec,"75","751114409","75056","258",7.900000000000000,48.700000000000003,"0"
1216,BATIMENT0000000240748718-2,75111000CR0245_ad50f10c2dc8741,"75","751114409","75056",,5.000000000000000,47.600000000000001,"1"
1217,BATIMENT0000000240744670-2,75111000CT0040_6358f01952f677b,"75","751114407","75056","30",10.199999999999999,38.000000000000000,"0"
1218,BATIMENT0000000240744295-1,75111000CT0167_4d5378468de8cf7,"75","751114408","75056","105",21.899999999999999,39.500000000000000,"0"
1219,BATIMENT0000000240744120-1,75111000CV0196_2918638266ddbd8,"75","751114406","75056","54",3.600000000000000,35.200000000000003,"0"
1220,BATIMENT0000000240744151-1,75111000CV0196_2918638266ddbd8,"75","751114406","75056","44",3.500000000000000,35.000000000000000,"0"
4957,BATIMENT0000000240756261-2,75111000BA0034_775ee6f30f2c941,"75","751114211","75056","197",21.000000000000000,40.399999999999999,"0"
4982,BATIMENT0000000240743560-1,75111000CI0050_c9970da8736e64c,"75","751114413","75056","395",27.600000000000001,35.899999999999999,"0"
5366,BATIMENT0000000240743558-2,75111000CI0053_374cadd78ee29b9,"75","751114413","75056","209",19.800000000000001,41.700000000000003,"0"
6041,BATIMENT0000000240754899-2,75111000AB0014_2c08af56b90699c,"75","751114107","75056","227",19.399999999999999,37.399999999999999,"0"
6059,BATIMENT0000000240754877-1,75111000AB0015_11465c0572718fd,"75","751114107","75056","306",17.100000000000001,37.500000000000000,"0"
6567,BATIMENT0000000240757881-2,75111000AL0060_9bd8c1181452bbb,"75","751114103","75056","131",20.699999999999999,41.899999999999999,"0"
6637,BATIMENT0000000240756726-2,75111000AS0015_d897c03c5a2ef02,"75","751114203","75056","276",15.500000000000000,43.600000000000001,"0"
7108,BATIMENT0000000240747855-3,75111000CS0053_f66d62a2eb71bc5,"75","751114403","75056","69",17.199999999999999,44.399999999999999,"0"
7800,BATIMENT0000000240744191-1,75111000CV0137_1e2914ef20c19ec,"75","751114406","75056","46",13.000000000000000,37.500000000000000,"0"
11078,BATIMENT0000000240756915-3,75111000BM0013_fc7fd8a0a93ca02,"75","751114317","75056","298",12.199999999999999,41.600000000000001,"0"
12684,BATIMENT0000000240747537-2,75111000BS0240_e4e1fed4a97e73b,"75","751114302","75056","99",15.300000000000001,44.600000000000001,"0"
14028,BATIMENT0000000240743512-1,75111000BW0102_30e4b2c3f73fa05,"75","751114306","75056","60",15.699999999999999,34.700000000000003,"0"
14112,BATIMENT0000000240743491-2,75111000BW0103_c0625a30c3976ad,"75","751114306","75056","49",12.000000000000000,33.700000000000003,"0"
15363,BATIMENT0000000240754886-2,75111000AB0007_5e56eb4300103a0,"75","751114107","75056","190",12.500000000000000,37.700000000000003,"0"
15453,BATIMENT0000000245187790-2,75111000AN0058_e8826bc4c8226bb,"75","751114105","75056","306",21.300000000000001,36.000000000000000,"0"
15680,BATIMENT0000000240754887-2,75111000AB0006_bc720bdb3138ec2,"75","751114107","75056","161",12.900000000000000,37.799999999999997,"0"
15732,BATIMENT0000000240754888-2,75111000AB0008_89ac8a3c06929b1,"75","751114107","75056","217",12.199999999999999,37.700000000000003,"0"
15768,BATIMENT0000000240754891-1,75111000AB0009_715d75be050aae0,"75","751114107","75056","142",12.100000000000000,37.799999999999997,"0"
15782,BATIMENT0000000240754892-2,75111000AB0010_dc0f3f75766966a,"75","751114107","75056","218",18.500000000000000,37.299999999999997,"0"
15845,BATIMENT0000000240757698-2,75111000AH0044_2b7ae9d24138883,"75","751114111","75056","343",7.800000000000000,52.000000000000000,"0"
15869,BATIMENT0000000240754897-2,75111000AB0012_7640504a005de81,"75","751114107","75056","156",18.699999999999999,37.299999999999997,"0"
15885,BATIMENT0000000240754898-2,75111000AB0013_e76fe62e51f64a1,"75","751114107","75056","159",18.899999999999999,37.399999999999999,"0"
15901,BATIMENT0000000240757883-2,75111000AL0059_99439bbe5ab078a,"75","751114103","75056","237",19.800000000000001,43.100000000000001,"0"
15902,BATIMENT0000000245187913-2,75111000AA0010_697dda5fedfeaba,"75","751114107","75056","216",19.500000000000000,37.000000000000000,"0"
15903,BATIMENT0000000245187912-2,75111000AA0011_f5107aa39d81d35,"75","751114107","75056","157",18.100000000000001,37.000000000000000,"0"
15904,BATIMENT0000000245187920-2,75111000AA0012_c0c1b954b99297e,"75","751114107","75056","130",18.600000000000001,37.000000000000000,"0"
15905,BATIMENT0000000245187903-7,75111000AA0015_94e6033fd8fe1b5,"75","751114107","75056","2600",18.100000000000001,37.000000000000000,"0"
15906,BATIMENT0000000245187973-2,75111000AA0019_de4a7e7b65eee0a,"75","751114107","75056","81",19.800000000000001,37.000000000000000,"0"
15907,BATIMENT0000000245187765-2,75111000AA0024_b0766899c1d1c3a,"75","751114107","75056","126",15.900000000000000,37.000000000000000,"0"
15908,BATIMENT0000000245187768-2,75111000AA0026_02ff0a6c9ef083b,"75","751114107","75056","357",18.600000000000001,36.600000000000001,"0"
15909,BATIMENT0000000245187815-3,75111000AA0030_7aea39cc2cda8d8,"75","751114107","75056","304",12.800000000000001,37.000000000000000,"0"
15910,BATIMENT0000000245188355-2,75111000AA0031_3afdcbf901ff776,"75","751114107","75056","756",23.699999999999999,37.000000000000000,"0"
15911,BATIMENT0000000245187821-2,75111000AA0032_098de8069fda934,"75","751114107","75056","334",19.100000000000001,37.000000000000000,"0"
15912,BATIMENT0000000245187817-2,75111000AA0033_61cc3152279027f,"75","751114107","75056","228",19.399999999999999,37.000000000000000,"0"
15913,BATIMENT0000000245187819-3,75111000AA0035_c17d39214602976,"75","751114107","75056","259",18.100000000000001,37.000000000000000,"0"
15914,BATIMENT0000000245187820-4,75111000AA0036_cf4cb77717184b6,"75","751114107","75056","245",18.199999999999999,37.000000000000000,"0"
15915,BATIMENT0000000245187823-2,75111000AA0037_5e7d4c5d4699e11,"75","751114107","75056","182",17.800000000000001,37.000000000000000,"0"
15916,BATIMENT0000000245187822-2,75111000AA0038_d647834ebaeb33a,"75","751114107","75056","160",17.800000000000001,37.000000000000000,"0"
15917,BATIMENT0000000245187824-3,75111000AA0039_09f3109dcc7c675,"75","751114107","75056","240",17.800000000000001,37.000000000000000,"0"
15918,BATIMENT0000000245187781-1,75111000AA0040_627e8d15010daa7,"75","751114105","75056","256",19.100000000000001,36.000000000000000,"0"
15919,BATIMENT0000000245187826-1,75111000AA0041_85069ccc8f88b12,"75","751114105","75056","279",22.399999999999999,36.000000000000000,"0"
15928,BATIMENT0000000245187771-1,75111000AA0044_3d20c2433fdec2c,"75","751114105","75056","169",22.899999999999999,35.899999999999999,"0"
15934,BATIMENT0000000245187769-2,75111000AA0045_eb6f07c31a2adda,"75","751114105","75056","580",10.300000000000001,34.899999999999999,"0"
15937,BATIMENT0000000245187919-1,75111000AA0004_d46119f0075caa0,"75","751114107","75056","232",17.399999999999999,37.000000000000000,"0"
15938,BATIMENT0000000245187772-1,75111000AA0046_a05613949878020,"75","751114105","75056","294",22.899999999999999,35.899999999999999,"0"
15939,BATIMENT0000000245187916-2,75111000AA0005_4c5dbc3f4df4c4a,"75","751114107","75056","81",18.199999999999999,37.000000000000000,"0"
15940,BATIMENT0000000245187773-1,75111000AA0048_2dfc947bd0d6e36,"75","751114105","75056","450",23.100000000000001,35.200000000000003,"0"
15941,BATIMENT0000000245187917-2,75111000AA0006_408284294650913,"75","751114107","75056","89",18.699999999999999,36.600000000000001,"0"
15942,BATIMENT0000000245187918-2,75111000AA0007_fc1a30f1bf6b836,"75","751114107","75056","86",18.600000000000001,37.000000000000000,"0"
15943,BATIMENT0000000245187905-3,75111000AA0009_46c60b1ac3bcfbe,"75","751114107","75056","243",20.899999999999999,37.000000000000000,"0"
15944,BATIMENT0000000245187796-2,75111000AN0064_312ec3dfbfd61f3,"75","751114105","75056","362",19.500000000000000,36.000000000000000,"0"
15948,BATIMENT0000000240754786-2,75111000AC0002_749c997cd66cb3d,"75","751114115","75056","205",14.199999999999999,35.200000000000003,"0"
15949,BATIMENT0000000245187770-1,75111000AA0049_fd2854db464ec34,"75","751114105","75056","295",22.600000000000001,35.600000000000001,"0"
15950,BATIMENT0000000240754673-1,75111000AB0060_856ca8bcef8077a,"75","751114108","75056","619",21.399999999999999,40.799999999999997,"0"
15951,BATIMENT0000000245187778-1,75111000AA0054_350a417407d5cd1,"75","751114105","75056","211",23.300000000000001,35.399999999999999,"0"
15952,BATIMENT0000000245187776-2,75111000AA0055_2b6fe5b2491fbde,"75","751114105","75056","256",23.399999999999999,35.399999999999999,"0"
15953,BATIMENT0000000245187779-1,75111000AA0056_ac05ca0428603e2,"75","751114105","75056","314",22.899999999999999,35.700000000000003,"0"
15954,BATIMENT0000000245187777-1,75111000AA0058_3332025c255b58f,"75","751114105","75056","323",22.800000000000001,35.799999999999997,"0"
15955,BATIMENT0000000240754895-1,75111000AB0001_5e70c41f956a5fb,"75","751114107","75056","208",19.300000000000001,37.899999999999999,"0"
15956,BATIMENT0000000240754843-2,75111000AB0022_35b4383cf498f65,"75","751114107","75056","949",19.000000000000000,38.500000000000000,"0"
15957,BATIMENT0000000240754747-3,75111000AC0085_f29d0f86d475ead,"75","751114115","75056","134",20.300000000000001,44.600000000000001,"0"
15958,BATIMENT0000000240754854-2,75111000AB0027_db460b5cde4b56d,"75","751114107","75056","243",6.300000000000000,38.500000000000000,"0"
15959,BATIMENT0000000240754855-2,75111000AB0031_879339cc705d8ba,"75","751114107","75056","940",19.199999999999999,38.500000000000000,"0"
15960,BATIMENT0000000240754874-2,75111000AB0034_d0cd6926fc7fd61,"75","751114107","75056","71",15.600000000000000,38.500000000000000,"0"
15961,BATIMENT0000000240754704-1,75111000AB0064_5f419da1359a718,"75","751114108","75056","282",12.900000000000000,38.500000000000000,"0"
15962,BATIMENT0000000240754865-3,75111000AB0035_4df892acf630174,"75","751114107","75056","294",15.000000000000000,38.500000000000000,"0"
15963,BATIMENT0000000240754844-3,75111000AB0048_a9db9219ee39b3b,"75","751114107","75056","594",16.699999999999999,38.500000000000000,"0"
15964,BATIMENT0000000240754839-3,75111000AB0049_191e107b8bcd379,"75","751114107","75056","335",17.199999999999999,38.500000000000000,"0"
15965,BATIMENT0000000240754840-4,75111000AB0050_63bfd9ea79812e8,"75","751114107","75056","265",17.399999999999999,38.500000000000000,"0"
15966,BATIMENT0000000240754838-3,75111000AB0051_34f750797620f7e,"75","751114107","75056","582",14.900000000000000,38.500000000000000,"0"
15967,BATIMENT0000000240754894-2,75111000AB0002_aa757cdee80f6c6,"75","751114107","75056","154",16.899999999999999,38.000000000000000,"0"
15968,BATIMENT0000000240754893-2,75111000AB0003_acb07123d6ba871,"75","751114107","75056","148",15.300000000000001,38.000000000000000,"0"
15969,BATIMENT0000000240754890-1,75111000AB0004_87f3396a1c9958b,"75","751114107","75056","145",14.199999999999999,38.000000000000000,"0"
15970,BATIMENT0000000240754889-2,75111000AB0005_2dfda772dadd705,"75","751114107","75056","129",13.199999999999999,38.100000000000001,"0"
15971,BATIMENT0000000240754876-2,75111000AB0016_ddcb7bde6266380,"75","751114107","75056","322",16.199999999999999,37.200000000000003,"0"
15972,BATIMENT0000000240754836-1,75111000AB0017_afc8eccd5a8a23b,"75","751114107","75056","250",18.699999999999999,38.500000000000000,"0"
15973,BATIMENT0000000240754835-3,75111000AB0052_d7f072344b2fc87,"75","751114107","75056","345",19.500000000000000,38.500000000000000,"0"
15974,BATIMENT0000000240757631-1,75111000AD0081_ee190e6a228f9ef,"75","751114112","75056","128",19.100000000000001,48.200000000000003,"0"
15975,BATIMENT0000000240754692-2,75111000AB0076_cde999722c99f26,"75","751114108","75056","205",17.699999999999999,42.399999999999999,"0"
15976,BATIMENT0000000240754834-2,75111000AB0018_44da690ab919ce8,"75","751114107","75056","583",21.100000000000001,38.500000000000000,"0"
15977,BATIMENT0000000240754694-1,75111000AB0079_c26382bc47f944c,"75","751114108","75056","118",10.100000000000000,39.899999999999999,"0"
15978,BATIMENT0000000240754695-2,75111000AB0080_0bc519adc542473,"75","751114108","75056","137",6.600000000000000,40.100000000000001,"0"
15979,BATIMENT0000000240754682-1,75111000AB0083_79f9ea206a1a589,"75","751114108","75056","188",12.600000000000000,39.600000000000001,"0"
15980,BATIMENT0000000240754693-2,75111000AB0088_4bb64f1efb474e8,"75","751114108","75056","483",17.600000000000001,40.600000000000001,"0"
15981,BATIMENT0000000240754690-2,75111000AB0090_5832d7477846ef8,"75","751114108","75056","398",17.500000000000000,40.600000000000001,"0"
15982,BATIMENT0000000240754689-2,75111000AB0091_e9d944f85078157,"75","751114108","75056","192",16.500000000000000,40.899999999999999,"0"
15983,BATIMENT0000000240754867-3,75111000AB0092_6ebf938be0aaad0,"75","751114107","75056","286",19.899999999999999,38.500000000000000,"0"
15984,BATIMENT0000000240754860-3,75111000AB0100_0fd94c48722b962,"75","751114107","75056","664",6.300000000000000,38.500000000000000,"0"
15985,BATIMENT0000000240754785-1,75111000AC0001_99f78dcc51d8f90,"75","751114115","75056","170",19.100000000000001,34.700000000000003,"0"
15986,BATIMENT0000000240754771-3,75111000AC0004_c2bff6fe7935e7e,"75","751114115","75056","275",16.699999999999999,37.100000000000001,"0"
15987,BATIMENT0000000240754767-3,75111000AC0005_6eb17b3de126cba,"75","751114115","75056","159",19.000000000000000,34.799999999999997,"0"
15988,BATIMENT0000000240754766-2,75111000AC0006_8da18a2d197487b,"75","751114115","75056","198",18.500000000000000,35.299999999999997,"0"
15989,BATIMENT0000000240754765-3,75111000AC0008_5cfd76152848c32,"75","751114115","75056","273",19.000000000000000,34.799999999999997,"0"
15990,BATIMENT0000000240754768-4,75111000AC0010_a4b3a3a1e6dc7ba,"75","751114115","75056","238",18.899999999999999,36.200000000000003,"0"
15991,BATIMENT0000000240754777-2,75111000AC0012_f3a3f52981b7976,"75","751114115","75056","315",19.000000000000000,35.600000000000001,"0"
15993,BATIMENT0000000240754798-2,75111000AC0025_66da6ba678d7320,"75","751114115","75056","56",16.199999999999999,41.600000000000001,"0"
15994,BATIMENT0000000240754812-1,75111000AC0036_73f26894e2ba6af,"75","751114115","75056","189",21.500000000000000,43.600000000000001,"0"
15995,BATIMENT0000000240754805-3,75111000AC0037_5a949251b731b43,"75","751114115","75056","243",22.300000000000001,43.299999999999997,"0"
15996,BATIMENT0000000240754906-3,75111000AC0054_f23aa564f01aa70,"75","751114115","75056","241",20.000000000000000,45.600000000000001,"0"
15997,BATIMENT0000000240754815-3,75111000AC0038_24f9224eeeaa451,"75","751114115","75056","247",22.100000000000001,43.500000000000000,"0"
15998,BATIMENT0000000240754816-2,75111000AC0040_4cdb865a8095a97,"75","751114115","75056","282",22.199999999999999,43.899999999999999,"0"
15999,BATIMENT0000000240754809-2,75111000AC0042_027136a7b0d08b3,"75","751114115","75056","272",22.000000000000000,44.299999999999997,"0"
16000,BATIMENT0000000240754820-2,75111000AC0028_81e550ede8ddf86,"75","751114115","75056","216",19.000000000000000,44.000000000000000,"0"
16002,BATIMENT0000000240754818-3,75111000AC0030_fcc5db38cf97d92,"75","751114115","75056","148",21.199999999999999,44.100000000000001,"0"
16003,BATIMENT0000000240754801-1,75111000AC0031_aa73e2eb73c1683,"75","751114115","75056","148",23.300000000000001,42.200000000000003,"0"
16004,BATIMENT0000000240754811-2,75111000AC0035_80a9bf69420dea8,"75","751114115","75056","149",21.199999999999999,43.600000000000001,"0"
16005,BATIMENT0000000240755113-1,75111000AC0044_d5af0eddba7319b,"75","751114115","75056","408",22.800000000000001,45.200000000000003,"0"
16006,BATIMENT0000000240755118-2,75111000AC0048_b422ab941e2d51f,"75","751114115","75056","225",21.300000000000001,45.100000000000001,"0"
16007,BATIMENT0000000240754911-2,75111000AC0056_9214a6b80c9bd4f,"75","751114115","75056","225",20.300000000000001,46.200000000000003,"0"
16008,BATIMENT0000000240755117-3,75111000AC0049_d1bf3643280909f,"75","751114115","75056","168",22.100000000000001,45.200000000000003,"0"
